Student,LPIPS,SSIM
112598006.jpg,0.0,1.0
1082B0005.jpg,0.30000078678131104,0.7918374282893476
109590018.jpg,0.3108045756816864,0.7934648394887228
109590028.jpg,0.322745680809021,0.7764813861694052
1092B0020.jpg,0.4210587441921234,0.7657812143417027
109AB0057.jpg,0.4213285446166992,0.7580225591889739
109590029.jpg,0.4351032078266144,0.740860806531637
109300219.jpg,0.4759877324104309,0.7370142851011424
109AB0032.jpg,0.48218655586242676,0.7438092828830304
